cleaned_complaint;category;category_label
may concern garbage collection point near chaibasa cleared weeks smells bad waiting response;Waste Management;7
residents dhanbad street want inform garbage collected street nagla basti week;Waste Management;7
respected sir madam public toilet near bero water connection cannot used complaining long time;Water Quality & Sanitation;8
hello garbage collection point near torpa cleared weeks smells bad;Waste Management;7
class 30 student koderma school boundary wall safe exam season kindly arrange missing textbooks exams;Education;2
sir ji power supply devgarh keeps going every time rains kindly take necessary action;Energy & Sustainability;3
school library students access reference books kindly arrange missing textbooks exams;Education;2
residents devgarh colony want inform boundary wall community park ramgarh broken children wander onto main road kindly take necessary action;Safety & Public Welfare;6
dear officer garbage collection point near latehar cleared weeks smells bad kindly send someone check soon possible;Waste Management;7
may concern drainage near market barhi blocked garbage overflowing complaining long time;Waste Management;7
may concern open drains near barhi overflowing spreading foul smell street worried health children water;Water Quality & Sanitation;8
respected sir madam boundary wall community park lakhanpur broken children wander onto main road requesting resolve soon;Safety & Public Welfare;6
dear officer playground equipment dhanbad broken rusted safe children anymore kindly repair streetlights safety women children;Safety & Public Welfare;6
every evening devgarh dust nearby construction site covering houses difficult keep windows open kindly inspect pollution levels area;Air & Environmental Pollution;1
farmers deoghar want inform wild animals nearby forest keep destroying crops ranchi night requesting resolve soon;Agriculture & Rural Development;0
sir air quality tamar become bad family keeps coughing please help us soon possible;Air & Environmental Pollution;1
every day bero solar street lights installed dhanbad stopped working within months;Energy & Sustainability;3
hello mid day meal quality school become poor recently complaining long time;Education;2
voltage fluctuation bishnupur damaged several household appliances recently hope quick action side;Energy & Sustainability;3
sir ji power supply sultanpur keeps going every time rains kindly take necessary action;Energy & Sustainability;3
every day going work chatra culvert near palamu collapsed villagers take long detour kindly take necessary action;Infrastructure & Roads;4
new transformer promised lakhanpur still installed please help us soon possible;Energy & Sustainability;3
stay near industrial area gumla coal transport trucks passing devgarh spread black dust houses complaining long time;Air & Environmental Pollution;1
parent ramgarh several incidents chain snatching near jamshedpur market recently feel safe neighbourhood anymore;Safety & Public Welfare;6
school hazaribagh mid day meal quality school become poor recently affecting studies lot please help;Education;2
travel ranchi daily proper road signs barhi bypass accidents keep happening please help us soon possible;Infrastructure & Roads;4
class 44 student dhanbad computer lab school non functional long time waiting response;Education;2
sir ji proper road signs koderma bypass accidents keep happening kindly install streetlights stretch soon possible;Infrastructure & Roads;4
primary health centre barhi doctor available days please help us soon possible;Public Health;5
may concern new transformer promised bundu still installed hope quick action side;Energy & Sustainability;3
respected authority proper storage facility barhi lot grain gets spoiled every year needs fixed immediately;Agriculture & Rural Development;0
dear officer drainage near market karra blocked garbage overflowing complaining long time;Waste Management;7
residents tamar street want inform plastic waste burnt openly near barhi every evening hope quick action side;Waste Management;7
resident jamshedpur want inform proper sanitation hospital ward patients getting infections;Public Health;5
student studying devgarh school boundary wall safe exam season hope quick action side;Education;2
hello water tank near house cleaned months mosquitoes breeding kindly repair pipeline people fall sick;Water Quality & Sanitation;8
sir tap water area turned yellow smells bad please send someone test water quality soon;Water Quality & Sanitation;8
dear officer received textbooks even though session started 3 months ago;Education;2
sir farmer sahibganj crop insurance claim last season still paid farmers jamshedpur please help us soon possible;Agriculture & Rural Development;0
writing behalf residents netarhat outbreak dengue sultanpur health department sprayed anything kindly arrange medicines health camp area;Public Health;5
sir people dumping waste open plot near barhi attracting stray animals kindly clear waste becomes health hazard;Waste Management;7
every day going work ranchi rainy season road near koderma gets completely waterlogged unusable please repair road someone gets seriously hurt;Infrastructure & Roads;4
respected authority received soil testing results even applying 20 weeks ago;Agriculture & Rural Development;0
sir ji factory near bero releases thick black smoke every day hard breathe hope quick action side;Air & Environmental Pollution;1
run small shop chaibasa power cut barhi 6 hours every day please look matter urgently;Energy & Sustainability;3
may concern received promised fertilizer subsidy year;Agriculture & Rural Development;0
sir waste nearby slaughterhouse dumped near bundu without treatment needs fixed immediately;Waste Management;7
hello air quality pakur become bad family keeps coughing waiting response;Air & Environmental Pollution;1
mosquito breeding near stagnant water manjhgaon causing malaria cases rise please look matter urgently;Public Health;5
vehicles passing jamtara road release thick black smoke pollution check ever happens complaining long time;Air & Environmental Pollution;1
may concern burning garbage open near colony causes heavy smoke every evening please help us soon possible;Air & Environmental Pollution;1
hello loan waiver promised farmers simdega still processed facing lot losses please help soon;Agriculture & Rural Development;0
health worker visited village vaccination 8 weeks needs fixed immediately;Public Health;5
stay near industrial area sahibganj stone crushing unit near latehar covers entire area dust every afternoon kindly inspect pollution levels area;Air & Environmental Pollution;1
student studying palamu government school building netarhat leaking roof classes get disturbed rain waiting response;Education;2
stay near industrial area ramgarh air quality shivpuri become bad family keeps coughing kindly inspect pollution levels area;Air & Environmental Pollution;1
sir ji water supplied tanker hazaribagh treated looks dirty worried health children water;Water Quality & Sanitation;8
may concern nearest school higher secondary far pakur many students drop waiting response;Education;2
sir ambulance service available palamu emergencies needs fixed immediately;Public Health;5
hello footpath near chaibasa broken long time difficult elderly people walk please repair road someone gets seriously hurt;Infrastructure & Roads;4
sir ji coal transport trucks passing chandpur spread black dust houses complaining long time;Air & Environmental Pollution;1
hello electricity bill month unusually high even though usage increased hope quick action side;Energy & Sustainability;3
sir village still proper electricity connection even promised one kindly send someone check soon possible;Energy & Sustainability;3
run small shop palamu power cut manjhgaon 15 hours every day kindly send someone check soon possible;Energy & Sustainability;3
solar street lights installed sahibganj stopped working within months please send electrician check meter wiring;Energy & Sustainability;3
run small shop madhopur power cut rampur 33 hours every day requesting resolve soon;Energy & Sustainability;3
respected sir madam road divider near ranchi market broken causing traffic problems every day kindly install streetlights stretch soon possible;Infrastructure & Roads;4
sir nearest hospital bundu far transport emergencies needs fixed immediately;Public Health;5
hello dustbin provided market area manjhgaon people throw garbage road hope quick action side;Waste Management;7
respected authority proper road signs barhi bypass accidents keep happening waiting response;Infrastructure & Roads;4
every day going work lakhanpur road connecting palamu main highway huge potholes dangerous complaining long time;Infrastructure & Roads;4
sir air quality khunti become bad family keeps coughing waiting response;Air & Environmental Pollution;1
respected sir madam garbage collection point near tamar cleared weeks smells bad complaining long time;Waste Management;7
sir farmer madhopur received promised fertilizer subsidy year please look matter urgently;Agriculture & Rural Development;0
sir proper lighting bokaro street women feel scared walk alone night feel safe neighbourhood anymore;Safety & Public Welfare;6
water pipeline burst 23 days ago dirty muddy water entering homes please look matter urgently;Water Quality & Sanitation;8
run small shop khunti power cut jamshedpur 14 hours every day please help us soon possible;Energy & Sustainability;3
sir ji transformer near godda keeps tripping causing frequent power fluctuations needs fixed immediately;Energy & Sustainability;3
may concern coal transport trucks passing tamar spread black dust houses kindly take necessary action;Air & Environmental Pollution;1
respected authority many people manjhgaon fallen sick diarrhea recent floods please look matter urgently;Public Health;5
sir ji stone crushing unit near pakur covers entire area dust every afternoon please ask factory install proper pollution control equipment;Air & Environmental Pollution;1
residents kishanpur street want inform dustbin provided market area shivpuri people throw garbage road please send garbage truck area regularly;Waste Management;7
sir cctv cameras installed near palamu market working months requesting resolve soon;Safety & Public Welfare;6
sir proper sewage system koderma waste water collects road every day please help us soon possible;Water Quality & Sanitation;8
sir received promised fertilizer subsidy year hope quick action side;Agriculture & Rural Development;0
sir voltage fluctuation palamu damaged several household appliances recently requesting resolve soon;Energy & Sustainability;3
school jamshedpur mid day meal quality school become poor recently needs fixed immediately;Education;2
commuters shivpuri road want inform rainy season road near simdega gets completely waterlogged unusable requesting resolve soon;Infrastructure & Roads;4
sir ji children falling sick drinking water supplied netarhat kindly repair pipeline people fall sick;Water Quality & Sanitation;8
sir ji solar street lights installed karra stopped working within months please help us soon possible;Energy & Sustainability;3
respected authority several incidents chain snatching near khunti market recently kindly repair streetlights safety women children;Safety & Public Welfare;6
hello solar street lights installed khunti stopped working within months kindly take necessary action;Energy & Sustainability;3
respected authority voltage fluctuation barhi damaged several household appliances recently;Energy & Sustainability;3
dear officer air quality nagla basti become bad family keeps coughing requesting resolve soon;Air & Environmental Pollution;1
sir ji railway crossing near kishanpur gate dangerous pedestrians please help us soon possible;Safety & Public Welfare;6
seeds supplied agriculture department season germinate properly requesting resolve soon;Agriculture & Rural Development;0
dear officer proper toilets girls school many students skip classes kindly take necessary action;Education;2
may concern clean drinking water supply bishnupur past 16 days waiting response;Water Quality & Sanitation;8
people dumping waste open plot near gumla attracting stray animals kindly take necessary action;Waste Management;7
respected authority strong chemical smell coming industrial area near karra every night children developing breathing problems smoke;Air & Environmental Pollution;1
respected sir madam voltage fluctuation devgarh damaged several household appliances recently kindly take necessary action;Energy & Sustainability;3
stay near industrial area bundu coal transport trucks passing dumka spread black dust houses kindly take necessary action;Air & Environmental Pollution;1
hello water pipeline burst 23 days ago dirty muddy water entering homes kindly take necessary action;Water Quality & Sanitation;8
namaste sir main ek kisan hoon barhi village fields flooded recent rains compensation given us needs fixed immediately;Agriculture & Rural Development;0
commuters netarhat road want inform road dug pipeline work 28 months ago still repaired;Infrastructure & Roads;4
respected sir madam air quality devgarh become bad family keeps coughing hope quick action side;Air & Environmental Pollution;1
parent student giridih school school library students access reference books kindly arrange missing textbooks exams;Education;2
dear officer factory near madhopur releases thick black smoke every day hard breathe please ask factory install proper pollution control equipment;Air & Environmental Pollution;1
resident ranchi want inform mosquito breeding near stagnant water bundu causing malaria cases rise requesting resolve soon;Public Health;5
sir boundary wall community park netarhat broken children wander onto main road needs fixed immediately;Safety & Public Welfare;6
dear officer outbreak dengue kishanpur health department sprayed anything kindly take necessary action;Public Health;5
respected authority voltage fluctuation sahibganj damaged several household appliances recently waiting response;Energy & Sustainability;3
sir ji nearest hospital godda far transport emergencies complaining long time;Public Health;5
hello strong chemical smell coming industrial area near chaibasa every night children developing breathing problems smoke;Air & Environmental Pollution;1
may concern bridge near giridih damaged vehicles struggling cross requesting resolve soon;Infrastructure & Roads;4
run shop near kishanpur market drainage near market lakhanpur blocked garbage overflowing requesting resolve soon;Waste Management;7
respected sir madam air quality tamar become bad family keeps coughing hope quick action side;Air & Environmental Pollution;1
every morning dumka garbage collection point near rampur cleared weeks smells bad waiting response;Waste Management;7
sir footpath near manjhgaon broken long time difficult elderly people walk please repair road someone gets seriously hurt;Infrastructure & Roads;4
dear officer drainage near market nagla basti blocked garbage overflowing kindly send someone check soon possible;Waste Management;7
sir ji proper toilets girls school many students skip classes hope quick action side;Education;2
farmers bishnupur want inform tube well provided government tamar stopped working months requesting resolve soon;Agriculture & Rural Development;0
police patrol night torpa area residents feel unsafe please look matter urgently;Safety & Public Welfare;6
may concern water supplied tanker bero treated looks dirty requesting resolve soon;Water Quality & Sanitation;8
stay near industrial area chaibasa strong chemical smell coming industrial area near deoghar every night needs fixed immediately;Air & Environmental Pollution;1
sir ji smoke nearby thermal plant made difficult breathe ranchi lately kindly send someone check soon possible;Air & Environmental Pollution;1
dear officer tube well provided government chandpur stopped working months kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
respected authority factory near rampur releases thick black smoke every day hard breathe kindly inspect pollution levels area;Air & Environmental Pollution;1
streetlight near girls hostel ramgarh feels unsafe walk night please look matter urgently;Safety & Public Welfare;6
respected sir madam railway crossing near latehar gate dangerous pedestrians please help us soon possible;Safety & Public Welfare;6
hello people dumping waste open plot near latehar attracting stray animals please look matter urgently;Waste Management;7
may concern municipal waste truck skips area days smell become unbearable residents;Waste Management;7
residents barhi colony want inform railway crossing near jamshedpur gate dangerous pedestrians waiting response;Safety & Public Welfare;6
respected authority outbreak dengue torpa health department sprayed anything really worried health children;Public Health;5
sir stone crushing unit near bero covers entire area dust every afternoon requesting resolve soon;Air & Environmental Pollution;1
sir ji garbage collection point near hazaribagh cleared weeks smells bad kindly take necessary action;Waste Management;7
travel koderma daily open manholes chatra road risky night met several accidents;Infrastructure & Roads;4
railway crossing near tamar gate dangerous pedestrians kindly take necessary action;Safety & Public Welfare;6
respected sir madam drainage near market giridih blocked garbage overflowing please look matter urgently;Waste Management;7
sir ji drainage near market sultanpur blocked garbage overflowing kindly send someone check soon possible;Waste Management;7
travel chaibasa daily streetlight road near hazaribagh 23 months please repair road someone gets seriously hurt;Infrastructure & Roads;4
dear officer anganwadi centre giridih distributed nutrition supplements months complaining long time;Public Health;5
may concern ambulance service available bokaro emergencies kindly arrange medicines health camp area;Public Health;5
run shop near devgarh market people dumping waste open plot near khunti attracting stray animals smell become unbearable residents;Waste Management;7
living jamshedpur many years proper sewage system pathalgaon waste water collects road every day kindly take necessary action;Water Quality & Sanitation;8
school silli proper toilets girls school many students skip classes please send teachers school soon;Education;2
sir mosquito breeding near stagnant water dhanbad causing malaria cases rise kindly send someone check soon possible;Public Health;5
class 2 student chandpur proper toilets girls school many students skip classes needs fixed immediately;Education;2
class 18 student chaibasa one teacher entire primary school hazaribagh hope quick action side;Education;2
stay near industrial area bero cannot sit outside evening smoke nearby factory chimney kindly take necessary action;Air & Environmental Pollution;1
dear officer smoke nearby thermal plant made difficult breathe jamshedpur lately kindly inspect pollution levels area;Air & Environmental Pollution;1
sir ji open drains near silli overflowing spreading foul smell street;Water Quality & Sanitation;8
residents netarhat want inform transformer near sahibganj keeps tripping causing frequent power fluctuations please help us soon possible;Energy & Sustainability;3
parent student pathalgaon school received textbooks even though session started 24 months ago kindly arrange missing textbooks exams;Education;2
residents barhi want inform electricity meter installed house showing wrong readings complaining long time;Energy & Sustainability;3
respected authority received textbooks even though session started 8 months ago kindly take necessary action;Education;2
railway crossing near netarhat gate dangerous pedestrians please increase police patrolling area;Safety & Public Welfare;6
hello garbage collected street dhanbad week smell become unbearable residents;Waste Management;7
woman living bishnupur railway crossing near dhanbad gate dangerous pedestrians hope quick action side;Safety & Public Welfare;6
every evening simdega burning garbage open near colony causes heavy smoke every evening please look matter urgently;Air & Environmental Pollution;1
sir ji hand pump village broken 17 days walk far fetch water worried health children water;Water Quality & Sanitation;8
hello outbreak dengue chatra health department sprayed anything;Public Health;5
sir tube well provided government ramgarh stopped working months facing lot losses please help soon;Agriculture & Rural Development;0
respected authority loan waiver promised farmers torpa still processed complaining long time;Agriculture & Rural Development;0
sir proper toilets girls school many students skip classes please help us soon possible;Education;2
woman living latehar streetlight near girls hostel manjhgaon feels unsafe walk night;Safety & Public Welfare;6
may concern road dug pipeline work 18 months ago still repaired waiting response;Infrastructure & Roads;4
open manholes ranchi road risky night;Infrastructure & Roads;4
writing behalf residents sahibganj anganwadi centre koderma distributed nutrition supplements months please look matter urgently;Public Health;5
dear officer power cut bundu 30 hours every day please send electrician check meter wiring;Energy & Sustainability;3
road dug pipeline work 15 months ago still repaired please repair road someone gets seriously hurt;Infrastructure & Roads;4
residents pathalgaon colony want bring notice brick kiln near village releases smoke day crops getting affected please help us soon possible;Air & Environmental Pollution;1
sir ji health worker visited village vaccination 36 weeks kindly take necessary action;Public Health;5
hello hand pump village broken 2 days walk far fetch water;Water Quality & Sanitation;8
parent student koderma school one teacher entire primary school torpa;Education;2
class 22 student bokaro received textbooks even though session started 25 months ago affecting studies lot please help;Education;2
every day going work jamshedpur rainy season road near gumla gets completely waterlogged unusable requesting resolve soon;Infrastructure & Roads;4
residents hazaribagh colony want bring notice cannot sit outside evening smoke nearby factory chimney please help us soon possible;Air & Environmental Pollution;1
hello one teacher entire primary school gumla affecting studies lot please help;Education;2
respected sir madam waste nearby slaughterhouse dumped near simdega without treatment requesting resolve soon;Waste Management;7
run small shop rampur power supply jamtara keeps going every time rains waiting response;Energy & Sustainability;3
hello streetlight near girls hostel bishnupur feels unsafe walk night complaining long time;Safety & Public Welfare;6
run small shop nagla basti electricity bill month unusually high even though usage increased complaining long time;Energy & Sustainability;3
run small shop netarhat new transformer promised ranchi still installed please send electrician check meter wiring;Energy & Sustainability;3
sir waste nearby slaughterhouse dumped near netarhat without treatment kindly send someone check soon possible;Waste Management;7
every evening godda air quality devgarh become bad family keeps coughing waiting response;Air & Environmental Pollution;1
every day manjhgaon electricity bill month unusually high even though usage increased hope quick action side;Energy & Sustainability;3
hello proper lighting palamu street women feel scared walk alone night;Safety & Public Welfare;6
may concern plastic waste burnt openly near bokaro every evening hope quick action side;Waste Management;7
sir ji drainage near market kishanpur blocked garbage overflowing waiting response;Waste Management;7
parent student ranchi school computer lab school non functional long time kindly send someone check soon possible;Education;2
hello water pipeline burst 11 days ago dirty muddy water entering homes;Water Quality & Sanitation;8
stone crushing unit near tamar covers entire area dust every afternoon requesting resolve soon;Air & Environmental Pollution;1
sir solar street lights installed pakur stopped working within months requesting resolve soon;Energy & Sustainability;3
residents tamar colony want bring notice stone crushing unit near ranchi covers entire area dust every afternoon please help us soon possible;Air & Environmental Pollution;1
residents devgarh want inform transformer near silli keeps tripping causing frequent power fluctuations please send electrician check meter wiring;Energy & Sustainability;3
resident chatra proper lighting bishnupur street women feel scared walk alone night please help us soon possible;Safety & Public Welfare;6
sir voltage fluctuation deoghar damaged several household appliances recently please send electrician check meter wiring;Energy & Sustainability;3
residents lakhanpur village want inform factory waste dumped river near jamtara use drinking water kindly send someone check soon possible;Water Quality & Sanitation;8
footpath near shivpuri broken long time difficult elderly people walk waiting response;Infrastructure & Roads;4
respected authority village still proper electricity connection even promised one waiting response;Energy & Sustainability;3
dear officer municipal waste truck skips area days needs fixed immediately;Waste Management;7
may concern mosquito breeding near stagnant water sahibganj causing malaria cases rise requesting resolve soon;Public Health;5
residents hazaribagh street want inform plastic waste burnt openly near karra every evening please send garbage truck area regularly;Waste Management;7
respected authority mosquito breeding near stagnant water koderma causing malaria cases rise please look matter urgently;Public Health;5
sir ji nearest school higher secondary far lakhanpur many students drop complaining long time;Education;2
dustbin provided market area madhopur people throw garbage road;Waste Management;7
sir ji railway crossing near bishnupur gate dangerous pedestrians feel safe neighbourhood anymore;Safety & Public Welfare;6
every day dhanbad electricity meter installed house showing wrong readings hope quick action side;Energy & Sustainability;3
class 22 student dumka proper toilets girls school many students skip classes please look matter urgently;Education;2
may concern proper toilets girls school many students skip classes complaining long time;Education;2
stay near industrial area manjhgaon air quality ramgarh become bad family keeps coughing kindly send someone check soon possible;Air & Environmental Pollution;1
sir school enough teachers science maths subjects waiting response;Education;2
respected sir madam proper lighting godda street women feel scared walk alone night please look matter urgently;Safety & Public Welfare;6
dear officer playground equipment bero broken rusted safe children anymore kindly take necessary action;Safety & Public Welfare;6
sir farmer chaibasa tube well provided government chandpur stopped working months;Agriculture & Rural Development;0
may concern school enough teachers science maths subjects complaining long time;Education;2
hello proper road signs dumka bypass accidents keep happening kindly install streetlights stretch soon possible;Infrastructure & Roads;4
dear officer government hospital pathalgaon always even basic medicines hope quick action side;Public Health;5
hello solar street lights installed pakur stopped working within months affecting daily work lot;Energy & Sustainability;3
respected sir madam government hospital latehar always even basic medicines;Public Health;5
namaste sir main ek kisan hoon jamtara village price getting produce mandi much lower announced msp kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
respected sir madam streetlight road near gumla 2 months please repair road someone gets seriously hurt;Infrastructure & Roads;4
hello one teacher entire primary school sultanpur hope quick action side;Education;2
residents shivpuri street want inform drainage near market chatra blocked garbage overflowing kindly take necessary action;Waste Management;7
sir ji stone crushing unit near khunti covers entire area dust every afternoon waiting response;Air & Environmental Pollution;1
parent hazaribagh streetlight near girls hostel pakur feels unsafe walk night;Safety & Public Welfare;6
sir footpath near chandpur broken long time difficult elderly people walk requesting resolve soon;Infrastructure & Roads;4
respected sir madam tube well provided government netarhat stopped working months needs fixed immediately;Agriculture & Rural Development;0
writing behalf residents bokaro health worker visited village vaccination 12 weeks please look matter urgently;Public Health;5
sir government hospital bundu always even basic medicines kindly send someone check soon possible;Public Health;5
residents chaibasa colony want bring notice stone crushing unit near sahibganj covers entire area dust every afternoon please ask factory install proper pollution control equipment;Air & Environmental Pollution;1
respected authority stagnant water collected near sanitation tank devgarh weeks please look matter urgently;Water Quality & Sanitation;8
respected authority irrigation canal near devgarh dry entire season crops dying kindly send someone check soon possible;Agriculture & Rural Development;0
resident ranchi police patrol night dhanbad area residents feel unsafe;Safety & Public Welfare;6
travel dhanbad daily footpath near karra broken long time difficult elderly people walk met several accidents;Infrastructure & Roads;4
may concern tube well provided government silli stopped working months complaining long time;Agriculture & Rural Development;0
every day madhopur power supply ramgarh keeps going every time rains affecting daily work lot;Energy & Sustainability;3
sir ji proper sanitation hospital ward patients getting infections kindly arrange medicines health camp area;Public Health;5
sir ji government school building barhi leaking roof classes get disturbed rain kindly send someone check soon possible;Education;2
dear officer crop insurance claim last season still paid farmers devgarh kindly take necessary action;Agriculture & Rural Development;0
respected authority proper lighting netarhat street women feel scared walk alone night please increase police patrolling area;Safety & Public Welfare;6
respected authority coal transport trucks passing netarhat spread black dust houses kindly inspect pollution levels area;Air & Environmental Pollution;1
woman living sultanpur railway crossing near madhopur gate dangerous pedestrians kindly send someone check soon possible;Safety & Public Welfare;6
may concern child suffering fever 15 days local clinic medicines kindly send someone check soon possible;Public Health;5
respected sir madam brick kiln near village releases smoke day crops getting affected waiting response;Air & Environmental Pollution;1
respected authority stagnant water collected near sanitation tank torpa weeks please send someone test water quality soon;Water Quality & Sanitation;8
hello drainage near market ranchi blocked garbage overflowing please look matter urgently;Waste Management;7
child suffering fever 26 days local clinic medicines waiting response;Public Health;5
student studying giridih proper toilets girls school many students skip classes kindly take necessary action;Education;2
sir hand pump village broken 20 days walk far fetch water please send someone test water quality soon;Water Quality & Sanitation;8
residents pathalgaon village want inform water community well tastes salty unsafe drink kindly send someone check soon possible;Water Quality & Sanitation;8
hello voltage fluctuation koderma damaged several household appliances recently complaining long time;Energy & Sustainability;3
namaste sir main ek kisan hoon deoghar village irrigation canal near chandpur dry entire season crops dying facing lot losses please help soon;Agriculture & Rural Development;0
may concern nearest school higher secondary far rampur many students drop please help us soon possible;Education;2
sir sewage water mixing drinking water pipeline bishnupur kindly take necessary action;Water Quality & Sanitation;8
sir ji water pipeline burst 34 days ago dirty muddy water entering homes requesting resolve soon;Water Quality & Sanitation;8
hello power cut rampur 34 hours every day please look matter urgently;Energy & Sustainability;3
sir ji several incidents chain snatching near rampur market recently waiting response;Safety & Public Welfare;6
may concern open manholes kishanpur road risky night met several accidents;Infrastructure & Roads;4
stay near industrial area ranchi dust nearby construction site covering houses difficult keep windows open kindly take necessary action;Air & Environmental Pollution;1
culvert near deoghar collapsed villagers take long detour kindly take necessary action;Infrastructure & Roads;4
residents simdega colony want bring notice stone crushing unit near pathalgaon covers entire area dust every afternoon kindly inspect pollution levels area;Air & Environmental Pollution;1
respected authority road divider near chandpur market broken causing traffic problems every day needs fixed immediately;Infrastructure & Roads;4
sir air quality jamshedpur become bad family keeps coughing please ask factory install proper pollution control equipment;Air & Environmental Pollution;1
hand pump village broken 37 days walk far fetch water;Water Quality & Sanitation;8
dear officer ambulance service available torpa emergencies kindly arrange medicines health camp area;Public Health;5
residents chaibasa want inform new transformer promised dhanbad still installed please look matter urgently;Energy & Sustainability;3
sir ji proper road signs pakur bypass accidents keep happening requesting resolve soon;Infrastructure & Roads;4
price getting produce mandi much lower announced msp kindly take necessary action;Agriculture & Rural Development;0
sir farmer simdega proper storage facility karra lot grain gets spoiled every year kindly take necessary action;Agriculture & Rural Development;0
sir open manholes koderma road risky night;Infrastructure & Roads;4
dear officer crop insurance claim last season still paid farmers nagla basti please help us soon possible;Agriculture & Rural Development;0
may concern wild animals nearby forest keep destroying crops bokaro night needs fixed immediately;Agriculture & Rural Development;0
may concern power cut manjhgaon 44 hours every day;Energy & Sustainability;3
respected sir madam smoke nearby thermal plant made difficult breathe latehar lately waiting response;Air & Environmental Pollution;1
respected authority clean drinking water supply godda past 16 days complaining long time;Water Quality & Sanitation;8
respected sir madam price getting produce mandi much lower announced msp kindly take necessary action;Agriculture & Rural Development;0
school giridih received textbooks even though session started 37 months ago requesting resolve soon;Education;2
namaste sir main ek kisan hoon sultanpur village seeds supplied agriculture department season germinate properly facing lot losses please help soon;Agriculture & Rural Development;0
every evening godda coal transport trucks passing sultanpur spread black dust houses hope quick action side;Air & Environmental Pollution;1
respected sir madam dustbin provided market area bokaro people throw garbage road complaining long time;Waste Management;7
respected authority vehicles passing tamar road release thick black smoke pollution check ever happens kindly send someone check soon possible;Air & Environmental Pollution;1
residents bokaro village want inform water tank near house cleaned months mosquitoes breeding kindly send someone check soon possible;Water Quality & Sanitation;8
residents sahibganj village want inform water tank near house cleaned months mosquitoes breeding needs fixed immediately;Water Quality & Sanitation;8
respected authority outbreak dengue barhi health department sprayed anything kindly take necessary action;Public Health;5
may concern boundary wall community park chatra broken children wander onto main road feel safe neighbourhood anymore;Safety & Public Welfare;6
sir ji internet facility school makes hard access online classes please send teachers school soon;Education;2
living jamtara many years children falling sick drinking water supplied jamtara kindly take necessary action;Water Quality & Sanitation;8
farmers rampur want inform irrigation canal near bero dry entire season crops dying kindly send someone check soon possible;Agriculture & Rural Development;0
namaste sir main ek kisan hoon palamu village price getting produce mandi much lower announced msp complaining long time;Agriculture & Rural Development;0
respected sir madam government school building chandpur leaking roof classes get disturbed rain requesting resolve soon;Education;2
dear officer stone crushing unit near deoghar covers entire area dust every afternoon requesting resolve soon;Air & Environmental Pollution;1
respected authority sewage water mixing drinking water pipeline simdega please look matter urgently;Water Quality & Sanitation;8
may concern waste nearby slaughterhouse dumped near kishanpur without treatment hope quick action side;Waste Management;7
writing behalf residents simdega ambulance service available silli emergencies please help us soon possible;Public Health;5
sir farmer tamar loan waiver promised farmers ramgarh still processed kindly take necessary action;Agriculture & Rural Development;0
every day simdega new transformer promised dumka still installed needs fixed immediately;Energy & Sustainability;3
run shop near barhi market garbage collection point near silli cleared weeks smells bad kindly clear waste becomes health hazard;Waste Management;7
run shop near chaibasa market people dumping waste open plot near devgarh attracting stray animals kindly clear waste becomes health hazard;Waste Management;7
namaste sir main ek kisan hoon koderma village received promised fertilizer subsidy year kindly send agriculture officer inspect fields;Agriculture & Rural Development;0
may concern streetlight road near pathalgaon 31 months met several accidents;Infrastructure & Roads;4
run shop near latehar market dustbin provided market area kishanpur people throw garbage road kindly send someone check soon possible;Waste Management;7
dear officer garbage collected street chandpur week;Waste Management;7
run shop near ramgarh market garbage collected street ranchi week needs fixed immediately;Waste Management;7
sir ji road dug pipeline work 36 months ago still repaired needs fixed immediately;Infrastructure & Roads;4
sir ji culvert near karra collapsed villagers take long detour requesting resolve soon;Infrastructure & Roads;4
respected authority garbage collected street tamar week please help us soon possible;Waste Management;7
stay near industrial area godda smoke nearby thermal plant made difficult breathe karra lately children developing breathing problems smoke;Air & Environmental Pollution;1
dear officer several incidents chain snatching near kishanpur market recently waiting response;Safety & Public Welfare;6
class 33 student jamshedpur proper toilets girls school many students skip classes requesting resolve soon;Education;2
run shop near sahibganj market dustbin provided market area gumla people throw garbage road please help us soon possible;Waste Management;7
commuters hazaribagh road want inform bridge near bishnupur damaged vehicles struggling cross;Infrastructure & Roads;4
student studying dumka nearest school higher secondary far bundu many students drop please look matter urgently;Education;2
sir ji stone crushing unit near chandpur covers entire area dust every afternoon kindly send someone check soon possible;Air & Environmental Pollution;1
drainage near market karra blocked garbage overflowing waiting response;Waste Management;7
run small shop ranchi electricity meter installed house showing wrong readings please send electrician check meter wiring;Energy & Sustainability;3
sir transformer near deoghar keeps tripping causing frequent power fluctuations kindly send someone check soon possible;Energy & Sustainability;3
sir road connecting pathalgaon main highway huge potholes dangerous needs fixed immediately;Infrastructure & Roads;4
residents bokaro colony want bring notice brick kiln near village releases smoke day crops getting affected children developing breathing problems smoke;Air & Environmental Pollution;1
sir tube well provided government kishanpur stopped working months facing lot losses please help soon;Agriculture & Rural Development;0
every morning barhi waste nearby slaughterhouse dumped near madhopur without treatment hope quick action side;Waste Management;7
respected authority loan waiver promised farmers khunti still processed kindly send someone check soon possible;Agriculture & Rural Development;0
travel manjhgaon daily proper road signs ramgarh bypass accidents keep happening kindly take necessary action;Infrastructure & Roads;4
school sahibganj school boundary wall safe exam season please help us soon possible;Education;2
